,id_wikidata,id_geonames,match
0,wikidata_id_13946,geonames_id_540772,1
1,wikidata_id_12709,geonames_id_644497,1
2,wikidata_id_21359,geonames_id_2112860,1
3,wikidata_id_40040,geonames_id_1167421,1
4,wikidata_id_41277,geonames_id_337558,1
5,wikidata_id_34104,geonames_id_1236738,1
6,wikidata_id_35272,geonames_id_969180,1
7,wikidata_id_28797,geonames_id_2114292,1
8,wikidata_id_22198,geonames_id_943501,1
9,wikidata_id_11952,geonames_id_535607,1
10,wikidata_id_10244,geonames_id_1002033,1
11,wikidata_id_34722,geonames_id_337450,1
12,wikidata_id_16150,geonames_id_670455,1
13,wikidata_id_11862,geonames_id_1395632,1
14,wikidata_id_19387,geonames_id_1168693,1
15,wikidata_id_42015,geonames_id_661194,1
16,wikidata_id_28804,geonames_id_1235484,1
17,wikidata_id_42122,geonames_id_1410494,1
18,wikidata_id_26461,geonames_id_1225719,1
19,wikidata_id_18881,geonames_id_962868,1
20,wikidata_id_24688,geonames_id_660647,1
21,wikidata_id_13427,geonames_id_548936,1
22,wikidata_id_41122,geonames_id_531109,1
23,wikidata_id_17998,geonames_id_1224234,1
24,wikidata_id_44046,geonames_id_1219197,1
25,wikidata_id_40286,geonames_id_1169305,1
26,wikidata_id_25861,geonames_id_76996,1
27,wikidata_id_23124,geonames_id_664349,1
28,wikidata_id_43966,geonames_id_2624330,1
29,wikidata_id_22402,geonames_id_548407,1
30,wikidata_id_26563,geonames_id_1229538,1
31,wikidata_id_14033,geonames_id_531251,1
32,wikidata_id_40548,geonames_id_958108,1
33,wikidata_id_39471,geonames_id_940048,1
34,wikidata_id_12733,geonames_id_2110462,1
35,wikidata_id_22993,geonames_id_661296,1
36,wikidata_id_39589,geonames_id_956368,1
37,wikidata_id_14300,geonames_id_935946,1
38,wikidata_id_36715,geonames_id_2112978,1
39,wikidata_id_42938,geonames_id_442989,1
40,wikidata_id_39594,geonames_id_534933,1
41,wikidata_id_10081,geonames_id_2593180,1
42,wikidata_id_11547,geonames_id_555097,1
43,wikidata_id_34906,geonames_id_1398048,1
44,wikidata_id_21345,geonames_id_660813,1
45,wikidata_id_39587,geonames_id_914720,1
46,wikidata_id_41100,geonames_id_957182,1
47,wikidata_id_39891,geonames_id_876136,1
48,wikidata_id_21048,geonames_id_644598,1
49,wikidata_id_19884,geonames_id_554926,1
50,wikidata_id_16392,geonames_id_1411982,1
51,wikidata_id_22085,geonames_id_2622476,1
52,wikidata_id_11960,geonames_id_539310,1
53,wikidata_id_12637,geonames_id_535103,1
54,wikidata_id_10015,geonames_id_1127939,1
55,wikidata_id_11912,geonames_id_1169456,1
56,wikidata_id_27580,geonames_id_901688,1
57,wikidata_id_23115,geonames_id_939588,1
58,wikidata_id_27122,geonames_id_2114706,1
59,wikidata_id_16060,geonames_id_1235787,1
60,wikidata_id_15065,geonames_id_1410420,1
61,wikidata_id_11136,geonames_id_532428,1
62,wikidata_id_21067,geonames_id_1226624,1
63,wikidata_id_37446,geonames_id_667197,1
64,wikidata_id_25327,geonames_id_1015330,1
65,wikidata_id_10934,geonames_id_546802,1
66,wikidata_id_42182,geonames_id_2110476,1
67,wikidata_id_11919,geonames_id_83079,1
68,wikidata_id_14863,geonames_id_1235556,1
69,wikidata_id_22936,geonames_id_1410402,1
70,wikidata_id_41850,geonames_id_661317,1
71,wikidata_id_35600,geonames_id_970761,1
72,wikidata_id_25860,geonames_id_49687,1
73,wikidata_id_19246,geonames_id_532478,1
74,wikidata_id_26098,geonames_id_1411693,1
75,wikidata_id_43507,geonames_id_897770,1
76,wikidata_id_34730,geonames_id_666983,1
77,wikidata_id_34918,geonames_id_531290,1
78,wikidata_id_40547,geonames_id_956164,1
79,wikidata_id_16383,geonames_id_1219955,1
80,wikidata_id_14843,geonames_id_543894,1
81,wikidata_id_16569,geonames_id_339207,1
82,wikidata_id_36009,geonames_id_1233603,1
83,wikidata_id_26185,geonames_id_1220359,1
84,wikidata_id_26184,geonames_id_1232176,1
85,wikidata_id_15443,geonames_id_1411989,1
86,wikidata_id_42290,geonames_id_1037924,1
87,wikidata_id_13843,geonames_id_1411994,1
88,wikidata_id_42982,geonames_id_962783,1
89,wikidata_id_16256,geonames_id_1091302,1
90,wikidata_id_16860,geonames_id_1219669,1
91,wikidata_id_12907,geonames_id_1087883,1
92,wikidata_id_27903,geonames_id_1227756,1
93,wikidata_id_39592,geonames_id_531384,1
94,wikidata_id_16973,geonames_id_660306,1
95,wikidata_id_14488,geonames_id_960174,1
96,wikidata_id_40961,geonames_id_546555,1
97,wikidata_id_11769,geonames_id_532411,1
98,wikidata_id_23487,geonames_id_1015505,1
99,wikidata_id_13901,geonames_id_1166696,1
0,wikidata_id_43290,geonames_id_2595524,1
1,wikidata_id_15423,geonames_id_1190847,1
2,wikidata_id_43182,geonames_id_83636,1
3,wikidata_id_16798,geonames_id_1172826,1
4,wikidata_id_29169,geonames_id_1203201,1
5,wikidata_id_36329,geonames_id_668233,1
6,wikidata_id_40601,geonames_id_594349,1
7,wikidata_id_25551,geonames_id_900890,1
8,wikidata_id_12401,geonames_id_1169118,1
9,wikidata_id_40448,geonames_id_1234977,1
10,wikidata_id_41301,geonames_id_328173,1
11,wikidata_id_32389,geonames_id_545079,1
12,wikidata_id_27544,geonames_id_1220359,1
13,wikidata_id_41260,geonames_id_334995,1
14,wikidata_id_44020,geonames_id_2562414,1
15,wikidata_id_35166,geonames_id_547325,1
16,wikidata_id_37570,geonames_id_2085080,1
17,wikidata_id_28453,geonames_id_1224462,1
18,wikidata_id_28009,geonames_id_49533,1
19,wikidata_id_31297,geonames_id_546936,1
20,wikidata_id_23887,geonames_id_1128614,1
21,wikidata_id_12275,geonames_id_534590,1
22,wikidata_id_23077,geonames_id_79058,1
23,wikidata_id_26605,geonames_id_702574,1
24,wikidata_id_22384,geonames_id_963245,1
25,wikidata_id_15695,geonames_id_1174720,1
26,wikidata_id_41461,geonames_id_320860,1
27,wikidata_id_41595,geonames_id_545439,1
28,wikidata_id_11677,geonames_id_1410500,1
29,wikidata_id_41886,geonames_id_45451,1
30,wikidata_id_40419,geonames_id_669308,1
31,wikidata_id_36456,geonames_id_1236387,1
32,wikidata_id_41310,geonames_id_325268,1
33,wikidata_id_26223,geonames_id_1231740,1
34,wikidata_id_41626,geonames_id_319142,1
35,wikidata_id_39069,geonames_id_463803,1
36,wikidata_id_18006,geonames_id_1220394,1
37,wikidata_id_41884,geonames_id_2037876,1
38,wikidata_id_41625,geonames_id_317812,1
39,wikidata_id_24124,geonames_id_1220739,1
40,wikidata_id_18241,geonames_id_1228992,1
41,wikidata_id_24403,geonames_id_1220739,1
42,wikidata_id_40559,geonames_id_190909,1
43,wikidata_id_14589,geonames_id_420186,1
44,wikidata_id_25968,geonames_id_1220359,1
45,wikidata_id_12278,geonames_id_545336,1
46,wikidata_id_38131,geonames_id_545056,1
47,wikidata_id_30864,geonames_id_546467,1
48,wikidata_id_30754,geonames_id_2113187,1
49,wikidata_id_37539,geonames_id_545056,1
50,wikidata_id_34163,geonames_id_668841,1
51,wikidata_id_12274,geonames_id_545336,1
52,wikidata_id_40231,geonames_id_1229534,1
53,wikidata_id_22676,geonames_id_695722,1
54,wikidata_id_41198,geonames_id_668164,1
55,wikidata_id_42703,geonames_id_636523,1
56,wikidata_id_18203,geonames_id_1220249,1
57,wikidata_id_40970,geonames_id_329163,1
58,wikidata_id_41141,geonames_id_321961,1
59,wikidata_id_25711,geonames_id_1228769,1
60,wikidata_id_25142,geonames_id_1231910,1
61,wikidata_id_33780,geonames_id_1226594,1
62,wikidata_id_18010,geonames_id_1220616,1
63,wikidata_id_43294,geonames_id_2550212,1
64,wikidata_id_41628,geonames_id_324156,1
65,wikidata_id_10983,geonames_id_545336,1
66,wikidata_id_25356,geonames_id_958206,1
67,wikidata_id_25282,geonames_id_479816,1
68,wikidata_id_25997,geonames_id_1228992,1
69,wikidata_id_11027,geonames_id_545336,1
70,wikidata_id_27455,geonames_id_83066,1
71,wikidata_id_12206,geonames_id_386666,1
72,wikidata_id_11850,geonames_id_1233467,1
73,wikidata_id_27908,geonames_id_1225300,1
74,wikidata_id_35178,geonames_id_547325,1
75,wikidata_id_11013,geonames_id_545336,1
76,wikidata_id_34666,geonames_id_1224759,1
77,wikidata_id_13986,geonames_id_913651,1
78,wikidata_id_34897,geonames_id_689124,1
79,wikidata_id_11021,geonames_id_545336,1
0,wikidata_id_22969,geonames_id_194658,0
1,wikidata_id_17289,geonames_id_1176123,0
2,wikidata_id_21750,geonames_id_925998,0
3,wikidata_id_43290,geonames_id_2595534,0
4,wikidata_id_18280,geonames_id_1167816,0
5,wikidata_id_34376,geonames_id_767309,0
6,wikidata_id_11206,geonames_id_535601,0
7,wikidata_id_40040,geonames_id_1124846,0
8,wikidata_id_34396,geonames_id_920429,0
9,wikidata_id_18758,geonames_id_1169552,0
10,wikidata_id_12923,geonames_id_57676,0
11,wikidata_id_28334,geonames_id_1235574,0
12,wikidata_id_25816,geonames_id_458938,0
13,wikidata_id_26514,geonames_id_642745,0
14,wikidata_id_41488,geonames_id_427891,0
15,wikidata_id_11683,geonames_id_895012,0
16,wikidata_id_20059,geonames_id_640425,0
17,wikidata_id_40284,geonames_id_1192438,0
18,wikidata_id_36988,geonames_id_666639,0
19,wikidata_id_23634,geonames_id_755711,0
20,wikidata_id_10349,geonames_id_365869,0
21,wikidata_id_35272,geonames_id_914571,0
22,wikidata_id_43292,geonames_id_2567188,0
23,wikidata_id_30049,geonames_id_1129384,0
24,wikidata_id_15423,geonames_id_1127644,0
25,wikidata_id_22198,geonames_id_966802,0
26,wikidata_id_28821,geonames_id_1232274,0
27,wikidata_id_34859,geonames_id_517008,0
28,wikidata_id_35133,geonames_id_1219638,0
29,wikidata_id_23489,geonames_id_1013925,0
30,wikidata_id_15536,geonames_id_1182092,0
31,wikidata_id_19289,geonames_id_713879,0
32,wikidata_id_34727,geonames_id_646531,0
33,wikidata_id_21718,geonames_id_929998,0
34,wikidata_id_25407,geonames_id_760058,0
35,wikidata_id_10903,geonames_id_913184,0
36,wikidata_id_11081,geonames_id_536597,0
37,wikidata_id_29635,geonames_id_1220278,0
38,wikidata_id_43296,geonames_id_2567073,0
39,wikidata_id_11952,geonames_id_535607,0
40,wikidata_id_30423,geonames_id_1235532,0
41,wikidata_id_42453,geonames_id_317686,0
42,wikidata_id_44170,geonames_id_2577863,0
43,wikidata_id_10159,geonames_id_1127939,0
44,wikidata_id_15784,geonames_id_788128,0
45,wikidata_id_22028,geonames_id_912318,0
46,wikidata_id_18424,geonames_id_1232144,0
47,wikidata_id_17064,geonames_id_1124397,0
48,wikidata_id_10244,geonames_id_994328,0
49,wikidata_id_42775,geonames_id_783411,0
50,wikidata_id_22571,geonames_id_916053,0
51,wikidata_id_16566,geonames_id_938926,0
52,wikidata_id_43375,geonames_id_2069725,0
53,wikidata_id_25229,geonames_id_2139193,0
54,wikidata_id_16798,geonames_id_228627,0
55,wikidata_id_26082,geonames_id_1069731,0
56,wikidata_id_13851,geonames_id_809899,0
57,wikidata_id_28585,geonames_id_1232340,0
58,wikidata_id_19692,geonames_id_907292,0
59,wikidata_id_19387,geonames_id_1168693,0
60,wikidata_id_36239,geonames_id_162238,0
61,wikidata_id_42270,geonames_id_436121,0
62,wikidata_id_17702,geonames_id_1136490,0
63,wikidata_id_28804,geonames_id_1219153,0
64,wikidata_id_30749,geonames_id_1174436,0
65,wikidata_id_16167,geonames_id_1065015,0
66,wikidata_id_19225,geonames_id_567757,0
67,wikidata_id_36329,geonames_id_617245,0
68,wikidata_id_37121,geonames_id_617697,0
69,wikidata_id_35402,geonames_id_569960,0
0,wikidata_id_23434,geonames_id_2285075,0
1,wikidata_id_39655,geonames_id_2441793,0
2,wikidata_id_33940,geonames_id_2468737,0
3,wikidata_id_43998,geonames_id_381547,0
4,wikidata_id_22969,geonames_id_933436,0
5,wikidata_id_17289,geonames_id_1337464,0
6,wikidata_id_19627,geonames_id_2407120,0
7,wikidata_id_16771,geonames_id_2498535,0
8,wikidata_id_24969,geonames_id_2774201,0
9,wikidata_id_18860,geonames_id_1112221,0
10,wikidata_id_13097,geonames_id_1178129,0
11,wikidata_id_19391,geonames_id_1373614,0
12,wikidata_id_42211,geonames_id_1441911,0
13,wikidata_id_38869,geonames_id_25926,0
14,wikidata_id_30484,geonames_id_662068,0
15,wikidata_id_12479,geonames_id_1516614,0
16,wikidata_id_32532,geonames_id_1652152,0
17,wikidata_id_21750,geonames_id_2049841,0
18,wikidata_id_31794,geonames_id_889392,0
19,wikidata_id_23188,geonames_id_791018,0
20,wikidata_id_17597,geonames_id_1158935,0
21,wikidata_id_26014,geonames_id_1356726,0
22,wikidata_id_26376,geonames_id_1758425,0
23,wikidata_id_17975,geonames_id_1015609,0
24,wikidata_id_26377,geonames_id_322981,0
25,wikidata_id_21471,geonames_id_818563,0
26,wikidata_id_25448,geonames_id_1083091,0
27,wikidata_id_19332,geonames_id_688557,0
28,wikidata_id_18280,geonames_id_86444,0
29,wikidata_id_30069,geonames_id_2662159,0
30,wikidata_id_25200,geonames_id_847994,0
31,wikidata_id_16292,geonames_id_1660933,0
32,wikidata_id_11236,geonames_id_977504,0
33,wikidata_id_25748,geonames_id_1975410,0
34,wikidata_id_18592,geonames_id_1278445,0
35,wikidata_id_17194,geonames_id_2305031,0
36,wikidata_id_32956,geonames_id_2419272,0
37,wikidata_id_31334,geonames_id_2657097,0
38,wikidata_id_10293,geonames_id_216178,0
39,wikidata_id_30827,geonames_id_1162071,0
40,wikidata_id_30151,geonames_id_1421116,0
41,wikidata_id_42018,geonames_id_98540,0
42,wikidata_id_11177,geonames_id_1548870,0
43,wikidata_id_16176,geonames_id_775045,0
44,wikidata_id_12157,geonames_id_1902275,0
45,wikidata_id_34376,geonames_id_683862,0
46,wikidata_id_24372,geonames_id_1644186,0
47,wikidata_id_31116,geonames_id_2314461,0
48,wikidata_id_16920,geonames_id_650176,0
49,wikidata_id_36033,geonames_id_2134967,0
50,wikidata_id_11206,geonames_id_2009435,0
51,wikidata_id_21721,geonames_id_781673,0
52,wikidata_id_20168,geonames_id_372675,0
53,wikidata_id_17665,geonames_id_79651,0
54,wikidata_id_23446,geonames_id_1052789,0
55,wikidata_id_30264,geonames_id_253307,0
56,wikidata_id_24456,geonames_id_2603837,0
57,wikidata_id_35363,geonames_id_2704681,0
58,wikidata_id_30863,geonames_id_1526436,0
59,wikidata_id_25692,geonames_id_1344759,0
60,wikidata_id_33949,geonames_id_712335,0
61,wikidata_id_13636,geonames_id_595842,0
62,wikidata_id_34396,geonames_id_2281367,0
63,wikidata_id_12481,geonames_id_1619891,0
64,wikidata_id_15331,geonames_id_2231915,0
65,wikidata_id_18758,geonames_id_2247644,0
66,wikidata_id_12923,geonames_id_2296093,0
67,wikidata_id_22755,geonames_id_2222836,0
68,wikidata_id_10068,geonames_id_1059640,0
69,wikidata_id_41034,geonames_id_1575872,0
70,wikidata_id_41455,geonames_id_2749775,0
71,wikidata_id_11612,geonames_id_848022,0
72,wikidata_id_44057,geonames_id_2152526,0
73,wikidata_id_30887,geonames_id_1872787,0
74,wikidata_id_17198,geonames_id_1909264,0
75,wikidata_id_28334,geonames_id_2221924,0
76,wikidata_id_19230,geonames_id_299327,0
77,wikidata_id_25816,geonames_id_630992,0
78,wikidata_id_34711,geonames_id_2563104,0
79,wikidata_id_33952,geonames_id_1349190,0
80,wikidata_id_26514,geonames_id_2487152,0
81,wikidata_id_31163,geonames_id_1657128,0
82,wikidata_id_17723,geonames_id_1479210,0
83,wikidata_id_36746,geonames_id_2618176,0
84,wikidata_id_12986,geonames_id_894803,0
85,wikidata_id_43727,geonames_id_1630799,0
86,wikidata_id_12623,geonames_id_1999615,0
87,wikidata_id_42913,geonames_id_1395263,0
88,wikidata_id_43238,geonames_id_278184,0
89,wikidata_id_10196,geonames_id_1950772,0
90,wikidata_id_17515,geonames_id_2265655,0
91,wikidata_id_41488,geonames_id_612674,0
92,wikidata_id_38126,geonames_id_553485,0
93,wikidata_id_38813,geonames_id_2679668,0
94,wikidata_id_43048,geonames_id_1341566,0
95,wikidata_id_22578,geonames_id_372683,0
96,wikidata_id_23590,geonames_id_2163399,0
97,wikidata_id_42094,geonames_id_263332,0
98,wikidata_id_33695,geonames_id_2324435,0
99,wikidata_id_27610,geonames_id_240207,0
100,wikidata_id_27308,geonames_id_1207213,0
101,wikidata_id_12307,geonames_id_885990,0
102,wikidata_id_29605,geonames_id_2725572,0
103,wikidata_id_43939,geonames_id_860590,0
104,wikidata_id_20590,geonames_id_969779,0
105,wikidata_id_21989,geonames_id_1888675,0
106,wikidata_id_33541,geonames_id_1065423,0
107,wikidata_id_31889,geonames_id_350277,0
108,wikidata_id_37732,geonames_id_2061977,0
109,wikidata_id_11683,geonames_id_581748,0
110,wikidata_id_17019,geonames_id_1279701,0
111,wikidata_id_18650,geonames_id_826286,0
112,wikidata_id_20059,geonames_id_1056384,0
113,wikidata_id_22861,geonames_id_874871,0
114,wikidata_id_13382,geonames_id_518214,0
115,wikidata_id_34970,geonames_id_1057484,0
116,wikidata_id_22227,geonames_id_2669118,0
117,wikidata_id_29303,geonames_id_2705341,0
118,wikidata_id_33715,geonames_id_1699436,0
119,wikidata_id_22423,geonames_id_1631177,0
120,wikidata_id_10704,geonames_id_2106791,0
121,wikidata_id_17021,geonames_id_2009764,0
122,wikidata_id_35642,geonames_id_2631120,0
123,wikidata_id_16571,geonames_id_368845,0
124,wikidata_id_31219,geonames_id_286671,0
125,wikidata_id_32206,geonames_id_957001,0
126,wikidata_id_18492,geonames_id_2788629,0
127,wikidata_id_43038,geonames_id_1040148,0
128,wikidata_id_23213,geonames_id_2158715,0
129,wikidata_id_17859,geonames_id_1905994,0
130,wikidata_id_19821,geonames_id_2355018,0
131,wikidata_id_11351,geonames_id_1706629,0
132,wikidata_id_20804,geonames_id_282597,0
133,wikidata_id_14275,geonames_id_2223833,0
134,wikidata_id_40284,geonames_id_2515275,0
135,wikidata_id_13989,geonames_id_1234747,0
136,wikidata_id_22012,geonames_id_1949044,0
137,wikidata_id_28785,geonames_id_2377939,0
138,wikidata_id_18044,geonames_id_2207669,0
139,wikidata_id_29740,geonames_id_1470899,0
140,wikidata_id_36988,geonames_id_1329001,0
141,wikidata_id_39804,geonames_id_2499872,0
142,wikidata_id_43968,geonames_id_1119225,0
143,wikidata_id_30844,geonames_id_2569424,0
144,wikidata_id_10354,geonames_id_647275,0
145,wikidata_id_27896,geonames_id_986469,0
146,wikidata_id_27194,geonames_id_144549,0
147,wikidata_id_13449,geonames_id_910223,0
148,wikidata_id_16518,geonames_id_1414731,0
149,wikidata_id_23634,geonames_id_260524,0
150,wikidata_id_38252,geonames_id_2173736,0
151,wikidata_id_10349,geonames_id_908049,0
152,wikidata_id_24252,geonames_id_567482,0
153,wikidata_id_37187,geonames_id_302240,0
154,wikidata_id_10657,geonames_id_2434568,0
155,wikidata_id_39184,geonames_id_2436200,0
156,wikidata_id_31271,geonames_id_1995660,0
157,wikidata_id_16124,geonames_id_1553463,0
158,wikidata_id_29911,geonames_id_202323,0
159,wikidata_id_39826,geonames_id_120694,0
160,wikidata_id_38565,geonames_id_1447734,0
161,wikidata_id_36740,geonames_id_934579,0
162,wikidata_id_11445,geonames_id_1619660,0
163,wikidata_id_15797,geonames_id_263859,0
164,wikidata_id_27723,geonames_id_1687901,0
165,wikidata_id_16217,geonames_id_1203922,0
166,wikidata_id_16262,geonames_id_1789481,0
167,wikidata_id_38222,geonames_id_791104,0
168,wikidata_id_14929,geonames_id_559581,0
169,wikidata_id_12580,geonames_id_888450,0
170,wikidata_id_17803,geonames_id_440565,0
171,wikidata_id_28055,geonames_id_1347920,0
172,wikidata_id_30004,geonames_id_1013227,0
173,wikidata_id_30049,geonames_id_58916,0
174,wikidata_id_25337,geonames_id_2702589,0
175,wikidata_id_30537,geonames_id_2167451,0
176,wikidata_id_15602,geonames_id_711083,0
177,wikidata_id_19179,geonames_id_734447,0
178,wikidata_id_22550,geonames_id_25580,0
179,wikidata_id_42029,geonames_id_1074163,0
180,wikidata_id_35434,geonames_id_928844,0
181,wikidata_id_39327,geonames_id_287947,0
182,wikidata_id_28240,geonames_id_1607288,0
183,wikidata_id_24417,geonames_id_2240805,0
184,wikidata_id_14059,geonames_id_1334752,0
185,wikidata_id_42688,geonames_id_819435,0
186,wikidata_id_42117,geonames_id_205043,0
187,wikidata_id_15692,geonames_id_883884,0
188,wikidata_id_15312,geonames_id_1982825,0
189,wikidata_id_12235,geonames_id_313967,0
190,wikidata_id_31990,geonames_id_1009602,0
191,wikidata_id_35784,geonames_id_653704,0
192,wikidata_id_25095,geonames_id_1867172,0
193,wikidata_id_44168,geonames_id_1978361,0
194,wikidata_id_15423,geonames_id_699278,0
195,wikidata_id_26994,geonames_id_84465,0
196,wikidata_id_15578,geonames_id_2241152,0
197,wikidata_id_32249,geonames_id_2212312,0
198,wikidata_id_14804,geonames_id_2672756,0
199,wikidata_id_28821,geonames_id_931043,0
200,wikidata_id_34859,geonames_id_1285011,0
201,wikidata_id_38169,geonames_id_890802,0
202,wikidata_id_19508,geonames_id_2049751,0
203,wikidata_id_35133,geonames_id_1595247,0
204,wikidata_id_14549,geonames_id_251182,0
205,wikidata_id_23489,geonames_id_436620,0
206,wikidata_id_18015,geonames_id_2293076,0
207,wikidata_id_12818,geonames_id_554591,0
208,wikidata_id_40521,geonames_id_385669,0
209,wikidata_id_15536,geonames_id_680294,0
210,wikidata_id_43682,geonames_id_2171196,0
211,wikidata_id_29861,geonames_id_1119730,0
212,wikidata_id_19289,geonames_id_2243431,0
213,wikidata_id_42091,geonames_id_931735,0
214,wikidata_id_35678,geonames_id_1652305,0
215,wikidata_id_18628,geonames_id_2442950,0
216,wikidata_id_13424,geonames_id_1537016,0
217,wikidata_id_11689,geonames_id_2542237,0
218,wikidata_id_34727,geonames_id_344885,0
219,wikidata_id_23360,geonames_id_501529,0
220,wikidata_id_36257,geonames_id_467293,0
221,wikidata_id_29172,geonames_id_2752044,0
222,wikidata_id_21718,geonames_id_1382112,0
223,wikidata_id_38929,geonames_id_2014080,0
224,wikidata_id_40735,geonames_id_1732563,0
225,wikidata_id_16722,geonames_id_1088067,0
226,wikidata_id_20700,geonames_id_2260891,0
227,wikidata_id_28868,geonames_id_1726268,0
228,wikidata_id_25407,geonames_id_1037178,0
229,wikidata_id_18726,geonames_id_406418,0
230,wikidata_id_23946,geonames_id_1761810,0
231,wikidata_id_28535,geonames_id_763156,0
232,wikidata_id_43961,geonames_id_42268,0
233,wikidata_id_26101,geonames_id_1557376,0
234,wikidata_id_33347,geonames_id_1715336,0
235,wikidata_id_25319,geonames_id_2759842,0
236,wikidata_id_17844,geonames_id_2588106,0
237,wikidata_id_37490,geonames_id_2545336,0
238,wikidata_id_24331,geonames_id_2631949,0
239,wikidata_id_42728,geonames_id_783656,0
240,wikidata_id_21732,geonames_id_2593706,0
241,wikidata_id_33630,geonames_id_1239941,0
242,wikidata_id_26203,geonames_id_1540657,0
243,wikidata_id_17377,geonames_id_391395,0
244,wikidata_id_12781,geonames_id_1269754,0
245,wikidata_id_31108,geonames_id_1281605,0
246,wikidata_id_37065,geonames_id_143657,0
247,wikidata_id_15405,geonames_id_27680,0
248,wikidata_id_10903,geonames_id_479581,0
249,wikidata_id_42940,geonames_id_1622913,0
